59;[55, 60[;[50, 60[;[40, 60[;[40, 80[;[0, 80[;[0, 100[
60;[60, 65[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
61;[60, 65[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
62;[60, 65[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
63;[60, 65[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
64;[60, 65[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
65;[65, 70[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
66;[65, 70[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
67;[65, 70[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
68;[65, 70[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
69;[65, 70[;[60, 70[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
70;[70, 75[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
71;[70, 75[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
72;[70, 75[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
73;[70, 75[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
74;[70, 75[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
75;[75, 80[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
76;[75, 80[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
77;[75, 80[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
78;[75, 80[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
79;[75, 80[;[70, 80[;[60, 80[;[40, 80[;[0, 80[;[0, 100[
80;[80, 85[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
81;[80, 85[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
82;[80, 85[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
83;[80, 85[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
84;[80, 85[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
85;[85, 90[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
86;[85, 90[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
87;[85, 90[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
88;[85, 90[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
89;[85, 90[;[80, 90[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
91;[90, 95[;[90, 100[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
92;[90, 95[;[90, 100[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
94;[90, 95[;[90, 100[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
95;[95, 100[;[90, 100[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
98;[95, 100[;[90, 100[;[80, 100[;[80, 100[;[80, 100[;[0, 100[
