age;job;marital;education;default;housing;loan;contact;month;day_of_week;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;y
[20, 40[;Employed;Married;University Degree;no;no;no;telephone;jul;mon;1.4;93.918;-42.7;4.96;no
[40, 60[;Employed;Married;Professional Course;unknown;yes;yes;cellular;aug;wed;1.4;93.444;-36.1;4.965;no
[20, 40[;Employed;Not married;Basic;no;yes;yes;cellular;jul;thu;1.4;93.918;-42.7;4.962;no
*;*;*;*;*;*;*;telephone;jun;fri;1.4;94.465;-41.8;4.959;no
[40, 60[;Employed;Married;HIgh School;no;no;no;telephone;jun;wed;1.4;94.465;-41.8;4.962;no
[20, 40[;Employed;Not married;University Degree;no;yes;yes;cellular;aug;thu;1.4;93.444;-36.1;4.963;no
[20, 40[;Employed;Married;HIgh School;no;no;no;cellular;jul;tue;-2.9;92.469;-33.6;0.908;no
[20, 40[;Employed;Married;Basic;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;no
*;*;*;*;*;*;*;cellular;nov;mon;-0.1;93.2;-42;4.191;yes
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;no
[40, 60[;Employed;Not married;Basic;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[40, 60[;Employed;Married;Basic;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;oct;fri;-3.4;92.431;-26.9;0.739;yes
[40, 60[;Employed;Married;Basic;unknown;yes;no;cellular;aug;wed;1.4;93.444;-36.1;4.967;yes
[20, 40[;Employed;Married;Basic;no;yes;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[20, 40[;Employed;Not married;HIgh School;no;no;no;cellular;jun;mon;-2.9;92.963;-40.8;1.26;yes
[40, 60[;Employed;Married;Basic;unknown;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.962;no
[40, 60[;Employed;Married;HIgh School;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;no
[40, 60[;Employed;Married;Basic;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.327;no
[40, 60[;Retired;Married;Basic;no;yes;no;telephone;jul;tue;1.4;93.918;-42.7;4.955;no
[20, 40[;Employed;Married;Basic;unknown;yes;no;telephone;may;tue;1.1;93.994;-36.4;4.857;no
[40, 60[;Employed;Married;Professional Course;no;yes;no;cellular;may;wed;-1.8;93.876;-40;0.697;yes
[40, 60[;Employed;Married;Basic;no;yes;yes;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 40[;Employed;Married;University Degree;no;no;no;cellular;apr;wed;-1.8;93.075;-47.1;1.415;yes
[40, 60[;Employed;Married;Basic;no;no;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;no
[40, 60[;Employed;Married;HIgh School;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.855;no
[20, 40[;Employed;Not married;Professional Course;no;no;no;cellular;aug;thu;1.4;93.444;-36.1;4.964;no
[40, 60[;unemployed;Married;HIgh School;no;no;no;telephone;jun;tue;1.4;94.465;-41.8;4.864;no
[40, 60[;Employed;Married;Professional Course;no;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 40[;Employed;Married;Basic;unknown;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.327;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;jun;mon;-1.7;94.055;-39.8;0.72;yes
[20, 40[;Employed;Married;Professional Course;no;yes;yes;telephone;apr;fri;-1.8;93.075;-47.1;1.405;no
[40, 60[;Employed;Married;Professional Course;no;no;no;telephone;jun;fri;1.4;94.465;-41.8;4.959;no
[20, 40[;Employed;Not married;Basic;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[40, 60[;Employed;Married;Basic;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 40[;Employed;Not married;University Degree;no;no;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;no
[40, 60[;Employed;Not married;Basic;no;yes;no;cellular;jul;fri;1.4;93.918;-42.7;4.957;no
[40, 60[;Employed;Married;Professional Course;no;yes;no;cellular;apr;tue;-1.8;93.075;-47.1;1.423;no
[20, 40[;Employed;Married;Basic;unknown;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;no
[40, 60[;Employed;Not married;Basic;no;yes;yes;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[20, 40[;Employed;Married;University Degree;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;no
[20, 40[;Employed;Not married;HIgh School;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;no
[20, 40[;Employed;Married;HIgh School;no;yes;no;cellular;apr;tue;-1.8;93.075;-47.1;1.453;no
[20, 40[;Employed;Not married;Basic;no;yes;no;telephone;may;tue;1.1;93.994;-36.4;4.857;no
[40, 60[;Employed;Not married;University Degree;no;yes;no;cellular;nov;thu;-0.1;93.2;-42;4.076;no
[40, 60[;Employed;Not married;Basic;unknown;yes;no;telephone;jun;wed;1.4;94.465;-41.8;4.962;no
[40, 60[;Employed;Not married;University Degree;no;no;no;cellular;may;wed;-1.8;93.876;-40;0.69;yes
[40, 60[;Employed;Married;HIgh School;unknown;yes;no;telephone;jun;tue;1.4;94.465;-41.8;4.864;no
[40, 60[;Employed;Not married;HIgh School;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;aug;tue;1.4;93.444;-36.1;4.963;no
[40, 60[;Employed;Married;Basic;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.354;no
[20, 40[;Employed;Married;HIgh School;no;yes;no;telephone;jul;tue;1.4;93.918;-42.7;4.955;no
[20, 40[;Employed;Not married;Basic;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.858;no
[20, 40[;Employed;Married;University Degree;no;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[40, 60[;Employed;Married;Basic;unknown;no;no;telephone;may;fri;1.1;93.994;-36.4;4.855;no
[20, 40[;Employed;Not married;Basic;no;no;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;oct;mon;-1.1;94.601;-49.5;0.977;yes
[20, 40[;Employed;Married;Basic;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;no
[20, 40[;Employed;Not married;HIgh School;no;no;no;telephone;jul;mon;1.4;93.918;-42.7;4.96;no
[20, 40[;Employed;Married;Basic;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[40, 60[;Employed;Married;University Degree;unknown;yes;no;cellular;apr;fri;-1.8;93.075;-47.1;1.405;no
[20, 40[;Employed;Married;HIgh School;no;unknown;unknown;telephone;may;tue;1.1;93.994;-36.4;4.857;no
[20, 40[;Employed;Not married;Basic;no;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.291;no
[20, 40[;Employed;Not married;Basic;no;yes;no;cellular;sep;thu;-1.1;94.199;-37.5;0.879;yes
[40, 60[;Employed;Married;University Degree;no;no;yes;cellular;aug;wed;1.4;93.444;-36.1;4.964;no
[20, 40[;Employed;Married;Unknown;no;yes;no;cellular;nov;thu;-0.1;93.2;-42;4.076;no
[20, 40[;Employed;Married;HIgh School;no;no;no;cellular;aug;tue;1.4;93.444;-36.1;4.966;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;no
[40, 60[;Employed;Married;University Degree;no;yes;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[20, 40[;Employed;Married;Professional Course;no;yes;no;cellular;aug;tue;1.4;93.444;-36.1;4.965;no
[40, 60[;Employed;Married;Professional Course;unknown;yes;no;telephone;jun;mon;1.4;94.465;-41.8;4.961;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;no
[40, 60[;Employed;Married;Unknown;unknown;yes;yes;telephone;may;fri;1.1;93.994;-36.4;4.857;no
[40, 60[;Retired;Married;Basic;unknown;no;no;telephone;may;fri;1.1;93.994;-36.4;4.855;no
[40, 60[;Employed;Married;Basic;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.964;no
[40, 60[;Employed;Not married;HIgh School;no;no;no;cellular;apr;thu;-1.8;93.075;-47.1;1.41;no
[20, 40[;Employed;Married;Basic;no;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 40[;Employed;Married;University Degree;no;no;yes;cellular;aug;thu;1.4;93.444;-36.1;4.963;no
[20, 40[;Employed;Married;Basic;unknown;no;no;cellular;may;tue;-1.8;92.893;-46.2;1.291;no
[20, 40[;Employed;Not married;HIgh School;no;no;no;cellular;apr;tue;-1.8;93.075;-47.1;1.423;yes
*;*;*;*;*;*;*;cellular;nov;thu;-1.1;94.767;-50.8;1.031;yes
[40, 60[;Employed;Married;HIgh School;no;no;no;cellular;nov;thu;-0.1;93.2;-42;4.076;no
[40, 60[;Employed;Married;Basic;unknown;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.966;no
[20, 40[;Employed;Not married;Basic;unknown;no;no;cellular;jul;fri;1.4;93.918;-42.7;4.957;no
[20, 40[;Employed;Married;Professional Course;unknown;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.859;no
[20, 40[;Employed;Not married;Basic;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.962;no
[20, 40[;Employed;Not married;Basic;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;no
[40, 60[;Employed;Married;University Degree;no;no;no;cellular;jun;wed;-2.9;92.963;-40.8;1.26;no
[20, 40[;Employed;Not married;Professional Course;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;no
[20, 40[;Employed;Not married;Basic;no;no;no;cellular;jul;thu;1.4;93.918;-42.7;4.958;no
[40, 60[;Employed;Married;HIgh School;unknown;no;yes;cellular;aug;tue;1.4;93.444;-36.1;4.965;no
[20, 40[;Employed;Married;Basic;unknown;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.957;no
[20, 40[;Employed;Married;Basic;no;yes;no;cellular;apr;wed;-1.8;93.075;-47.1;1.445;no
*;*;*;*;*;*;*;cellular;apr;thu;-1.8;93.075;-47.1;1.41;yes
[40, 60[;Employed;Married;Basic;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.957;no
*;*;*;*;*;*;*;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[40, 60[;Employed;Married;Professional Course;no;no;no;telephone;may;wed;1.1;93.994;-36.4;4.856;no
[40, 60[;Employed;Not married;Professional Course;no;unknown;unknown;cellular;nov;tue;-0.1;93.2;-42;4.153;no
[20, 40[;Employed;Not married;Professional Course;no;yes;no;cellular;aug;wed;1.4;93.444;-36.1;4.967;no
[40, 60[;Employed;Married;HIgh School;unknown;yes;yes;cellular;aug;mon;1.4;93.444;-36.1;4.965;no
[40, 60[;Employed;Married;University Degree;no;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 40[;Employed;Not married;University Degree;no;no;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;yes
[40, 60[;Employed;Married;Basic;unknown;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
*;*;*;*;*;*;*;cellular;aug;tue;-1.7;94.027;-38.3;0.899;yes
[20, 40[;Employed;Not married;University Degree;no;no;no;cellular;jul;fri;1.4;93.918;-42.7;4.957;no
[20, 40[;unemployed;Not married;University Degree;no;yes;no;cellular;apr;thu;-1.8;93.075;-47.1;1.365;yes
[20, 40[;Employed;Not married;Basic;no;no;no;cellular;nov;tue;-0.1;93.2;-42;4.153;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;apr;fri;-1.8;93.075;-47.1;1.405;no
[40, 60[;unemployed;Married;Basic;no;yes;no;cellular;jun;thu;-2.9;92.963;-40.8;1.26;yes
[20, 40[;Employed;Married;Basic;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;no
*;*;*;*;*;*;*;cellular;oct;tue;-3.4;92.431;-26.9;0.744;yes
[20, 40[;Employed;Not married;Basic;no;yes;no;cellular;nov;mon;-0.1;93.2;-42;4.191;no
[20, 40[;Employed;Married;HIgh School;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.963;no
[20, 40[;Employed;Married;University Degree;no;no;no;cellular;apr;thu;-1.8;93.075;-47.1;1.41;no
[20, 40[;Employed;Not married;Professional Course;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 40[;Employed;Not married;University Degree;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
*;*;*;*;*;*;*;cellular;apr;mon;-1.8;93.075;-47.1;1.405;yes
[20, 40[;Student;Not married;Unknown;no;no;no;cellular;sep;thu;-1.1;94.199;-37.5;0.878;no
[40, 60[;Employed;Married;Unknown;unknown;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[20, 40[;Employed;Married;Professional Course;no;yes;no;cellular;aug;mon;-2.9;92.201;-31.4;0.861;yes
[20, 40[;Employed;Not married;HIgh School;no;yes;no;cellular;sep;mon;-1.1;94.199;-37.5;0.882;no
[40, 60[;Employed;Not married;Basic;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.857;no
[40, 60[;Employed;Married;HIgh School;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;no
[40, 60[;Employed;Married;Basic;no;yes;no;telephone;apr;mon;-1.8;93.075;-47.1;1.405;no
[40, 60[;Employed;Married;Basic;unknown;no;no;cellular;aug;fri;1.4;93.444;-36.1;4.964;no
[20, 40[;Employed;Married;Basic;no;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.344;no
[20, 40[;Employed;Not married;University Degree;no;no;no;telephone;jun;mon;1.4;94.465;-41.8;4.96;no
[20, 40[;Employed;Not married;University Degree;no;yes;no;cellular;jun;fri;-2.9;92.963;-40.8;1.268;no
[40, 60[;unemployed;Not married;Basic;unknown;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[40, 60[;Employed;Not married;Basic;no;yes;no;cellular;apr;tue;-1.8;93.075;-47.1;1.423;no
[40, 60[;unemployed;Married;Basic;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[20, 40[;Employed;Not married;University Degree;no;no;no;cellular;jul;wed;1.4;93.918;-42.7;4.962;no
[40, 60[;Employed;Not married;Professional Course;no;no;no;telephone;may;wed;1.1;93.994;-36.4;4.858;no
[40, 60[;Retired;Married;Basic;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.856;no
[20, 40[;Employed;Married;Unknown;unknown;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.963;no
[20, 40[;Employed;Married;HIgh School;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[40, 60[;Employed;Married;Professional Course;no;no;no;cellular;jul;mon;-1.7;94.215;-40.3;0.87;yes
[20, 40[;Employed;Married;Basic;no;yes;no;cellular;nov;thu;-0.1;93.2;-42;4.076;no
[40, 60[;Employed;Married;Professional Course;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.964;no
[20, 40[;Employed;Married;Basic;unknown;no;no;telephone;may;thu;1.1;93.994;-36.4;4.855;no
[20, 40[;Employed;Married;HIgh School;unknown;no;no;telephone;jul;fri;1.4;93.918;-42.7;4.959;yes
[20, 40[;Employed;Not married;University Degree;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[40, 60[;Employed;Married;HIgh School;unknown;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;no
[40, 60[;Employed;Married;HIgh School;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.858;no
