age;job;marital;education;default;housing;loan;contact;month;day_of_week;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;y
[40, 50[;admin.;single;high.school;no;no;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;no
[40, 50[;admin.;married;university.degree;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.964;no
[40, 50[;management;married;unknown;unknown;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;no
[30, 40[;management;married;university.degree;no;no;yes;telephone;may;fri;1.1;93.994;-36.4;4.855;no
[30, 40[;admin.;single;high.school;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;no
[30, 40[;admin.;married;university.degree;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[30, 40[;services;divorced;basic.9y;no;no;no;cellular;jul;wed;1.4;93.918;-42.7;4.957;no
[40, 50[;technician;divorced;professional.course;no;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[30, 40[;services;divorced;high.school;no;no;no;cellular;apr;thu;-1.8;93.075;-47.1;1.365;no
[20, 30[;student;single;high.school;no;yes;no;cellular;aug;thu;-2.9;92.201;-31.4;0.873;yes
[50, 60[;management;married;university.degree;no;yes;no;cellular;nov;thu;-0.1;93.2;-42;4.076;yes
[40, 50[;admin.;single;university.degree;no;yes;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;no
[50, 60[;admin.;married;university.degree;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.964;no
[50, 60[;admin.;married;university.degree;unknown;no;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;no
[40, 50[;admin.;married;university.degree;no;no;no;telephone;dec;mon;-3;92.713;-33;0.717;no
[30, 40[;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[30, 40[;technician;married;professional.course;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.858;no
[20, 30[;admin.;single;university.degree;no;yes;no;cellular;sep;tue;-1.1;94.199;-37.5;0.881;yes
[30, 40[;services;married;professional.course;no;no;no;cellular;jun;wed;-2.9;92.963;-40.8;1.244;no
[30, 40[;technician;married;professional.course;no;yes;no;telephone;jul;wed;1.4;93.918;-42.7;4.962;no
[50, 60[;blue-collar;divorced;basic.9y;no;yes;no;telephone;jun;tue;1.4;94.465;-41.8;4.864;no
[20, 30[;admin.;single;basic.9y;no;yes;yes;cellular;may;thu;-1.8;92.893;-46.2;1.266;no
[30, 40[;management;married;high.school;no;yes;no;cellular;aug;thu;1.4;93.444;-36.1;4.964;no
[50, 60[;admin.;married;university.degree;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;no
[50, 60[;housemaid;divorced;university.degree;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[40, 50[;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;-1.8;92.893;-46.2;1.313;no
[50, 60[;technician;divorced;professional.course;no;no;no;cellular;jul;fri;1.4;93.918;-42.7;4.962;no
*;*;*;*;*;*;*;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[30, 40[;unemployed;single;professional.course;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[20, 30[;admin.;single;university.degree;no;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.963;no
[30, 40[;technician;married;university.degree;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;no
[30, 40[;student;single;university.degree;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.855;no
[30, 40[;admin.;single;university.degree;no;no;no;cellular;apr;thu;-1.8;93.075;-47.1;1.365;no
[40, 50[;admin.;divorced;high.school;unknown;yes;yes;cellular;may;mon;-1.8;92.893;-46.2;1.299;yes
[40, 50[;blue-collar;married;basic.9y;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.858;no
[50, 60[;blue-collar;married;basic.9y;no;no;no;cellular;nov;fri;-0.1;93.2;-42;4.021;no
[40, 50[;blue-collar;married;basic.9y;no;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;no
[60, 70[;technician;married;professional.course;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.259;no
[30, 40[;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;1.4;94.465;-41.8;4.864;no
[40, 50[;admin.;married;high.school;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;no
[50, 60[;technician;married;professional.course;no;no;no;telephone;jul;mon;1.4;93.918;-42.7;4.962;no
[30, 40[;admin.;single;university.degree;no;yes;no;cellular;jun;wed;-2.9;92.963;-40.8;1.26;no
[40, 50[;blue-collar;married;unknown;no;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[50, 60[;blue-collar;single;unknown;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[80, 90[;housemaid;married;basic.4y;unknown;yes;no;cellular;apr;tue;-1.8;93.749;-34.6;0.642;yes
[50, 60[;blue-collar;married;high.school;no;yes;no;cellular;apr;tue;-1.8;93.075;-47.1;1.453;no
[40, 50[;services;married;basic.6y;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[40, 50[;management;married;university.degree;no;yes;yes;cellular;nov;fri;-0.1;93.2;-42;4.021;no
[30, 40[;technician;married;professional.course;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.859;no
[40, 50[;admin.;married;high.school;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;yes
[30, 40[;admin.;married;university.degree;no;no;no;cellular;aug;thu;1.4;93.444;-36.1;4.968;no
[40, 50[;admin.;married;university.degree;no;yes;no;cellular;aug;thu;1.4;93.444;-36.1;4.964;no
[30, 40[;technician;married;professional.course;no;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[50, 60[;services;married;university.degree;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.858;no
[40, 50[;blue-collar;divorced;basic.9y;no;no;no;telephone;may;wed;1.1;93.994;-36.4;4.858;no
[50, 60[;admin.;married;university.degree;no;yes;yes;cellular;may;thu;-1.8;93.876;-40;0.677;yes
[30, 40[;blue-collar;single;high.school;no;yes;no;telephone;oct;wed;-0.1;93.798;-40.4;4.827;yes
[50, 60[;admin.;married;basic.9y;unknown;yes;no;cellular;aug;thu;1.4;93.444;-36.1;4.963;no
[40, 50[;admin.;married;university.degree;no;yes;no;cellular;jun;wed;-2.9;92.963;-40.8;1.26;yes
[50, 60[;admin.;married;university.degree;no;yes;no;cellular;nov;fri;-0.1;93.2;-42;4.021;no
[30, 40[;technician;married;professional.course;no;yes;yes;telephone;may;wed;1.1;93.994;-36.4;4.857;no
[50, 60[;housemaid;married;basic.4y;unknown;yes;no;telephone;may;tue;1.1;93.994;-36.4;4.857;no
[20, 30[;blue-collar;single;basic.9y;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;no
[30, 40[;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;1.1;93.994;-36.4;4.857;no
[40, 50[;admin.;married;university.degree;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.963;no
[50, 60[;services;married;basic.9y;unknown;yes;no;cellular;aug;mon;1.4;93.444;-36.1;4.97;no
[30, 40[;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;tue;1.4;93.444;-36.1;4.965;no
[20, 30[;services;married;high.school;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;yes
[30, 40[;admin.;married;university.degree;no;no;no;telephone;jun;fri;1.4;94.465;-41.8;4.959;no
[30, 40[;services;married;professional.course;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.327;no
[40, 50[;services;divorced;high.school;no;yes;no;cellular;apr;mon;-1.8;93.075;-47.1;1.405;no
[40, 50[;technician;married;professional.course;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.856;no
[40, 50[;technician;married;professional.course;no;yes;no;cellular;aug;fri;-2.9;92.201;-31.4;0.869;yes
[30, 40[;technician;single;professional.course;no;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.963;no
[30, 40[;services;married;high.school;no;yes;yes;telephone;jul;thu;1.4;93.918;-42.7;4.968;no
[20, 30[;services;single;high.school;no;yes;no;telephone;jul;fri;1.4;93.918;-42.7;4.959;no
[50, 60[;housemaid;married;unknown;no;yes;no;cellular;apr;fri;-1.8;93.075;-47.1;1.479;yes
[40, 50[;unemployed;married;high.school;unknown;no;no;telephone;may;fri;1.1;93.994;-36.4;4.859;no
[40, 50[;technician;married;university.degree;no;yes;no;telephone;jul;fri;1.4;93.918;-42.7;4.959;no
[30, 40[;entrepreneur;married;basic.6y;no;yes;yes;telephone;may;thu;1.1;93.994;-36.4;4.855;no
[20, 30[;services;married;high.school;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;no
[30, 40[;blue-collar;single;basic.9y;unknown;no;no;telephone;may;mon;1.1;93.994;-36.4;4.858;no
[40, 50[;technician;married;university.degree;no;no;no;cellular;nov;fri;-0.1;93.2;-42;4.021;no
[30, 40[;services;single;high.school;no;yes;yes;cellular;may;wed;-1.8;92.893;-46.2;1.281;no
[40, 50[;blue-collar;married;basic.9y;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.244;no
[30, 40[;blue-collar;divorced;basic.6y;no;no;no;cellular;nov;tue;-0.1;93.2;-42;4.153;no
[30, 40[;technician;married;basic.9y;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[20, 30[;services;single;high.school;no;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.291;no
[50, 60[;self-employed;married;university.degree;no;no;no;cellular;apr;tue;-1.8;93.075;-47.1;1.405;yes
[40, 50[;unknown;single;basic.9y;unknown;yes;no;telephone;jun;mon;1.4;94.465;-41.8;4.96;no
[30, 40[;admin.;married;university.degree;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.313;no
[40, 50[;student;single;unknown;no;yes;no;telephone;jul;fri;1.4;93.918;-42.7;4.962;yes
[50, 60[;admin.;divorced;basic.9y;no;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;no
[60, 70[;management;married;university.degree;unknown;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.963;no
[30, 40[;housemaid;divorced;high.school;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;no
[30, 40[;admin.;single;university.degree;no;no;no;cellular;sep;fri;-3.4;92.379;-29.8;0.803;no
[50, 60[;technician;single;professional.course;no;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[50, 60[;admin.;married;university.degree;no;yes;yes;cellular;apr;tue;-1.8;93.075;-47.1;1.405;yes
[20, 30[;blue-collar;married;basic.9y;no;no;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;no
[30, 40[;blue-collar;married;basic.9y;no;yes;no;telephone;jul;thu;1.4;93.918;-42.7;4.966;no
[40, 50[;blue-collar;married;basic.4y;no;no;yes;cellular;may;thu;-1.8;92.893;-46.2;1.266;yes
[30, 40[;services;married;basic.9y;no;no;no;cellular;apr;mon;-1.8;93.075;-47.1;1.405;no
[30, 40[;blue-collar;married;basic.6y;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.857;no
[50, 60[;services;married;high.school;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.859;no
[40, 50[;technician;divorced;professional.course;no;no;no;telephone;jun;mon;1.4;94.465;-41.8;4.865;no
[20, 30[;self-employed;married;university.degree;no;no;no;cellular;mar;wed;-1.8;92.843;-50;1.663;no
[50, 60[;admin.;married;university.degree;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.963;no
[50, 60[;admin.;single;unknown;unknown;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[20, 30[;services;single;professional.course;no;no;no;telephone;jun;fri;1.4;94.465;-41.8;4.967;no
[30, 40[;services;married;basic.9y;no;no;no;cellular;jul;wed;-1.7;94.215;-40.3;0.84;yes
[40, 50[;admin.;divorced;professional.course;no;yes;yes;telephone;may;thu;-1.8;92.893;-46.2;1.27;no
[30, 40[;unknown;married;basic.4y;no;yes;yes;cellular;apr;thu;-1.8;93.075;-47.1;1.406;no
[30, 40[;blue-collar;single;basic.9y;no;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;no
[50, 60[;retired;married;basic.4y;no;yes;no;cellular;aug;wed;1.4;93.444;-36.1;4.964;no
[40, 50[;technician;married;professional.course;no;no;no;telephone;jun;mon;1.4;94.465;-41.8;4.865;no
[30, 40[;technician;married;professional.course;no;yes;no;cellular;mar;tue;-1.8;93.369;-34.8;0.655;yes
[40, 50[;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;1.1;93.994;-36.4;4.864;yes
[30, 40[;admin.;single;university.degree;no;unknown;unknown;cellular;jun;thu;-2.9;92.963;-40.8;1.26;no
[40, 50[;services;married;high.school;no;no;no;telephone;jun;mon;1.4;94.465;-41.8;4.865;no
[30, 40[;blue-collar;married;basic.9y;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.859;no
[20, 30[;self-employed;single;university.degree;no;yes;no;cellular;apr;mon;-1.8;93.075;-47.1;1.405;yes
[40, 50[;blue-collar;married;basic.9y;no;yes;yes;cellular;may;tue;-1.8;92.893;-46.2;1.291;no
[30, 40[;technician;single;university.degree;no;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.291;no
[30, 40[;technician;married;professional.course;unknown;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.856;no
[40, 50[;admin.;divorced;university.degree;no;no;no;telephone;may;wed;1.1;93.994;-36.4;4.859;no
[50, 60[;technician;married;professional.course;no;no;no;cellular;jul;fri;1.4;93.918;-42.7;4.963;no
[30, 40[;technician;single;university.degree;no;no;no;cellular;jul;thu;-1.7;94.215;-40.3;0.899;yes
[30, 40[;entrepreneur;married;university.degree;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[30, 40[;blue-collar;single;basic.9y;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;no
[40, 50[;blue-collar;married;unknown;no;yes;no;cellular;apr;fri;-1.8;93.075;-47.1;1.405;no
[20, 30[;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[30, 40[;entrepreneur;single;university.degree;no;yes;no;cellular;apr;thu;-1.8;93.075;-47.1;1.365;no
[40, 50[;admin.;married;professional.course;no;no;yes;telephone;may;tue;1.1;93.994;-36.4;4.857;no
[20, 30[;admin.;single;basic.9y;no;yes;yes;cellular;jul;tue;1.4;93.918;-42.7;4.961;no
[40, 50[;blue-collar;married;basic.6y;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[40, 50[;admin.;married;university.degree;no;yes;yes;cellular;may;wed;-1.8;92.893;-46.2;1.281;no
[40, 50[;technician;married;professional.course;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.313;no
[30, 40[;housemaid;married;basic.9y;no;yes;yes;cellular;nov;mon;-0.1;93.2;-42;4.191;no
[40, 50[;technician;married;high.school;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;no
[30, 40[;admin.;married;university.degree;no;yes;no;cellular;aug;thu;1.4;93.444;-36.1;4.968;no
[30, 40[;admin.;single;high.school;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[40, 50[;technician;married;high.school;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.967;no
[30, 40[;blue-collar;married;high.school;no;yes;no;telephone;may;wed;-1.8;92.893;-46.2;1.334;no
[30, 40[;blue-collar;married;professional.course;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;no
[30, 40[;services;married;high.school;no;yes;no;telephone;jun;wed;1.4;94.465;-41.8;4.962;no
[30, 40[;blue-collar;married;basic.9y;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.958;no
[30, 40[;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;no
[30, 40[;services;single;high.school;unknown;yes;yes;telephone;jun;mon;1.4;94.465;-41.8;4.865;yes
[40, 50[;management;married;basic.9y;no;yes;no;cellular;aug;wed;1.4;93.444;-36.1;4.965;no
[30, 40[;management;married;university.degree;no;unknown;unknown;cellular;sep;wed;-1.1;94.199;-37.5;0.876;yes
[30, 40[;admin.;married;university.degree;no;no;no;cellular;nov;mon;-1.1;94.767;-50.8;1.05;no
[40, 50[;admin.;married;high.school;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;no
[40, 50[;management;married;unknown;unknown;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;no
[30, 40[;blue-collar;divorced;high.school;no;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;yes
